[0.000000] (-) TimerEvent: {}
[0.000259] (two_wheeled_robot) JobQueued: {'identifier': 'two_wheeled_robot', 'dependencies': OrderedDict()}
[0.347696] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/green_eye.png\n'}
[0.347785] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/tshirt02_texture.png\n'}
[0.347843] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/jeans01_normals.png\n'}
[0.348006] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/teeth.png\n'}
[0.348063] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/young_lightskinned_male_diffuse.png\n'}
[0.348141] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/male02_diffuse_black.png\n'}
[0.348208] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/male02_diffuse_black-unmodified.png\n'}
[0.348286] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/tshirt02_normals.png\n'}
[0.348348] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/jeans_basic_diffuse.png\n'}
[0.348404] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/eyebrow001.png\n'}
[0.348460] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/materials/textures/eyebrow001-unmodified.png\n'}
[0.348515] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/meshes\n'}
[0.348569] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/person_walking/meshes/walking.dae\n'}
[0.348630] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower\n'}
[0.348685] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/thumbnails\n'}
[0.348740] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/thumbnails/2.png\n'}
[0.348795] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/thumbnails/3.png\n'}
[0.348849] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/thumbnails/5.png\n'}
[0.348905] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/thumbnails/1.png\n'}
[0.348959] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/thumbnails/4.png\n'}
[0.349014] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/model.sdf\n'}
[0.349069] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/model.config\n'}
[0.349124] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/meshes\n'}
[0.349203] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/meshes/ShowerDiffuse.png\n'}
[0.349259] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/meshes/Shower.mtl\n'}
[0.349314] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/Shower/meshes/Shower.obj\n'}
[0.349368] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell\n'}
[0.349423] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/model.sdf\n'}
[0.349478] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/model.config\n'}
[0.349534] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials\n'}
[0.349616] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures\n'}
[0.349672] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Plywood.png\n'}
[0.349727] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/WorkCell_Render.png\n'}
[0.349784] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/RubberMat.png\n'}
[0.349868] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Bin.png\n'}
[0.349924] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/CardboardBoxes.png\n'}
[0.349986] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Door_Window.png\n'}
[0.350040] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Stairs.png\n'}
[0.350096] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/ControlPanel.png\n'}
[0.350152] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Floor.png\n'}
[0.350207] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Wall_Corrugated.png\n'}
[0.350261] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Pillar.png\n'}
[0.350315] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Mesh.png\n'}
[0.350370] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Shelves.png\n'}
[0.350438] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Conveyor.png\n'}
[0.350494] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Wall_Concrete.png\n'}
[0.350549] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Yellow.png\n'}
[0.350604] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/Pallet.png\n'}
[0.350659] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/RollupDoor.png\n'}
[0.350713] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/materials/textures/PalletWrap.png\n'}
[0.350768] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/meshes\n'}
[0.350823] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/meshes/mesh_backup.dae\n'}
[0.350879] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/workcell/meshes/mesh.dae\n'}
[0.350934] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid\n'}
[0.350989] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/model.sdf\n'}
[0.351045] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/model.config\n'}
[0.351108] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/materials\n'}
[0.351164] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/materials/textures\n'}
[0.351222] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/materials/textures/Hybrid.png\n'}
[0.351277] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/materials/textures/Wheels3.png\n'}
[0.351333] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/materials/textures/Hybrid_Interior.png\n'}
[0.351388] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/meshes\n'}
[0.351457] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/meshes/Hybrid.obj\n'}
[0.351513] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/prius_hybrid/meshes/Hybrid.mtl\n'}
[0.351568] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble\n'}
[0.351623] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/model.sdf\n'}
[0.351681] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/model-1_4.sdf\n'}
[0.351738] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/model.config\n'}
[0.351795] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/materials\n'}
[0.351850] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/materials/scripts\n'}
[0.351904] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/materials/scripts/table_lightmap.material\n'}
[0.351960] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/materials/textures\n'}
[0.352044] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/materials/textures/marble.png\n'}
[0.352134] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/materials/textures/table_lightmap.png\n'}
[0.352191] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/meshes\n'}
[0.352246] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/table_marble/meshes/table_lightmap.dae\n'}
[0.352302] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart\n'}
[0.352358] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/thumbnails\n'}
[0.352414] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/thumbnails/2.png\n'}
[0.352469] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/thumbnails/3.png\n'}
[0.352525] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/thumbnails/5.png\n'}
[0.352584] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/thumbnails/1.png\n'}
[0.352642] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/thumbnails/4.png\n'}
[0.352697] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/model.sdf\n'}
[0.352752] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/model.config\n'}
[0.352811] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/meshes\n'}
[0.352866] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/meshes/Cart_BMW.mtl\n'}
[0.352922] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/meshes/Carts_Wheels_Diffuse.png\n'}
[0.352977] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/meshes/Cart_BMW_Col.obj\n'}
[0.353040] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/meshes/Cart_BMW_SpecGloss.png\n'}
[0.353096] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/meshes/Cart_BMW_Diffuse.png\n'}
[0.353153] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/meshes/Cart_BMW.obj\n'}
[0.353209] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/meshes/Cart_BMW_Col.mtl\n'}
[0.353298] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/BMWCart/meshes/Cart_BMW_Normal.png\n'}
[0.353389] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11\n'}
[0.353475] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/model.config~\n'}
[0.353557] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/model-1_4.sdf~\n'}
[0.353662] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/model.sdf\n'}
[0.353731] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/model-1_4.sdf\n'}
[0.353820] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/model.config\n'}
[0.353878] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/model.sdf~\n'}
[0.353941] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/model-1_5.sdf~\n'}
[0.353996] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/model-1_5.sdf\n'}
[0.354068] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/materials\n'}
[0.354130] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/materials/textures\n'}
[0.354203] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/materials/textures/Marker0.png\n'}
[0.354260] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/materials/textures/BKP_Marker0.png\n'}
[0.354316] (two_wheeled_robot) StdoutLine: {'line': b'-- Up-to-date: /home/jalal/ros2_ws/install/two_wheeled_robot/share/two_wheeled_robot/models/marker11/meshes\n'}
